,review,Total Star,Menu,Star_opt,Output
507,한달에 두 번은 늘 먹는듯,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.77
508,맛있어서 항상 여기서만 먹습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
509,핫양념소스가 기분좋은 매운맛이네여,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
510,넘 너무 맛있게 잘먹었습니다 정성스런 음식 감사합니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
511,예정시간에 따뜻하게 배달 되었어요,★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
4
양
★
4
배달
★
4
",4.39
512,바삭한 후라이드와매콤한 소스의 조합 굿,★★★★★,맵부심후라이드 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",3.99
513,맛나게잘먹었어요언제먹어도맛있네요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
514,이렇게 눅눅한 날씨에 이 퀄리티의 튀김요리가 가능한가요맛있게 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.61
515,역시 최고입니다 맛도 품질도 배달도 좋아요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
516,치킨이 너무빠싹 튀겨져서 딱딱했어요ㅜ아쉽지만 그래도 맛있게먹었습니다,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2.99
517,깔끔하고 맛있네요 ㅎㅎ,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
518,소스랑 떡이 잘어울리네요 짭짤해서 밥이랑 먹으면 좋을것 같습니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
519,항상 맛있게 잘먹고 있어요,★★★★★,맵부심후라이드 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
520,뭔가 오늘 항상 시키던 치킨이 아니라 마른치킨이 온느낌,★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
4
양
★
4
배달
★
4
",2.16
521,또래오래는 처음먹어보는데 맛있고 양도 많아서 좋았어요,★★★★★,스모키양념 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
522,역시 또래오래 너무 좋아요,★★★★★,맵부심후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
523,맛있어요 또시켜먹을게요,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
524,맛도 배달도 칭찬합니다,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(핫양념))","
맛
★
5
양
★
5
배달
★
5
",4.8
525,너무 마싯어서 맨날시켜요,★★★★★,"오곡 파닭 치킨/1(부위선택 택 1(순살（다리살）),사이드 추가(바삭한근위튀김))","
맛
★
5
양
★
5
배달
★
5
",5.0
526,잘먹었습니다 배달 서비스 역시 좋은 곳,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
527,언제 먹어도 맛있습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.58
528,너무너무 맛있고  양도 많아요 굿굿 까먹어서 지금 쓰네요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
529,불변의 치킨최강 갈반핫반,★★★★★,갈릭반＋핫양념반/1(옵션변경(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
530,맛잇어여 다음에도 시킴여,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
4
",4.81
531,비 오늘 날이었는데 배달도 늦지 않고 덕분에 야식으로 잘 먹었어요 후라이드가 참 맛나네요 안에도 간이 잘 되어 있어서 특별히 소스를 찍어먹지 않아도 짭쪼름 했어요 서비스도 따끈하게 와서 더욱 감사히 먹었습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.61
532,배달이 빨라서 치킨이 바삭하고 맛있었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
533,최고고,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
534,단짠에서 콘듀로 갈아타봤는데 요것도 맛있었어용,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
535,오늘도 잘먹엇습니다,★★★★★,후라이드반＋양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
536,요청사항도 잘들어주시고 맛도최고너무 맛있어용 다음에 또 재주문할게요 감쟈합니다,★★★★★,맵부심후라이드 윙봉/1(소스추가(양념소스)),"
맛
★
5
양
★
5
배달
★
5
",4.61
537,잘 먹었습니다 맛있었어요,★★★★★,"갈릭반＋핫양념반/1(옵션변경(한마리),사이드 추가(치킨무 추가))","
맛
★
5
양
★
5
배달
★
5
",4.8
538,오늘도 잘 먹엇습니다,★★★★★,"양념반＋갈릭반/1(옵션변경(한마리),사이드 추가(치킨무 추가))","
맛
★
5
양
★
5
배달
★
5
",5.0
539,아주 맛있게 잘먹었어요 양이 대박이라 나눠 먹었네요 최고예요 해쉬부라운도 맛있었습니다,★★★★★,"오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),떡사리 추가/1","
맛
★
5
양
★
5
배달
★
5
",5.0
540,맛잇어요 잘먹엇우요,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
541,맛있게 잘먹었어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
542,항상 맛있게 잘 먹고 있습니다ㅎㅎ,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
543,비오는날도 치맥이네요ㅎ맛있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
544,오랜만에 먹어서 더 맛있네요,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.38
545,맵찔이가 먹기엔 좀맵지만 맛있습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",3.0
546,역시 후라이드 맛있어요따듯하게 오는게 너무 좋아요또 먹을게요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
547,맛있어요 ㅠㅠㅠㅠㅠㄱ,★★★★★,콘듀치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
548,넘 맛있어요 두마리 순살세트는 첨인데 촉촉하고 맛있네요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(갈릭),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",4.8
549,맛있었습니다 ㅎㅎㅎㅎ,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
550,닭 질이 좋아서 다 맛있었어요,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
551,맛있어요 항상 여기서만 시킵니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
552,맛있는데 약간 짭쪼름하네요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
4
양
★
5
배달
★
5
",4.8
553,배달은 빨랐어요  튀김옷은 바삭바삭해서 맛있엇습니다 ,★★★,고추단짠치킨 윙봉/1,"
맛
★
4
양
★
4
배달
★
5
",4.8
554,오늘도 맛있게 먹었습니다 겉비속촉,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.59
555,사장님 역시 또래오래입니다 매워서 죽을것 같은데 스트레스 확풀리고 다른곳 같은 가격의 치킨과 완전 양과 질이 와따봉이네요 사업 번창하세용 뿌잉,★★★★★,"맵부심양념/1,생맥주 1000cc/1,참이슬/1","
맛
★
5
양
★
5
배달
★
5
",3.45
556,역시 돌고돌아 또래오래 갈릭,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",2.6
557,너무 맛있게 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
558,배달이 예상시간보다 빨리 왔습니다항상 그랬듯이 정말 맛있네요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
559,항상 맛있게먹고 있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
560,맛있어요 ㅎㅎㅎㅎㅎㅎ,★★★★★,오곡 양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.79
561,역시 믿고먹는 또래오래,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
562,맛있게먹었읍니다 ㅎ,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
563,닭이 정말 신선하고 닭가슴살조차도 육즙이 가득하면서 부드럽습니다후라이드는 약간 매콤하면서 아주 맛있고양념은 새콤하면서 매콤하니 맛있습니다정말 맛있게 먹었네요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.98
564,양념은 처음인데 왜 이제서야 존맛,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.59
565,저는 또래오래가 이렇게 치킨을 잘하는 프랜차이즈인줄 몰랐어요 물론 독산가산점 점주께서 운영을 잘하신 덕이겠지요 너무 맛있게 잘 먹었습니다,★★★★★,오곡 파닭 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
566,겉바속촉 잘 먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
567,분식집 떡볶이처럼 떡이 말랑말랑하고 맛있어요 치킨도 굿굿,★★★★★,"고추단짠치킨/1,국물떡볶이/1","
맛
★
5
양
★
5
배달
★
5
",4.01
568,맵부심 후라이드 역시 핫후라이드와 마찬가지로 너무 맛있네요 ㅎㅎ 요기요 어플에 핫후라이드가 있는지 확인 한번 해주시면 더 좋을 것 같아요,★★★★★,맵부심후라이드/1(사이드 추가(치킨무 추가)),"
맛
★
5
양
★
5
배달
★
5
",5.0
569,오랜만에 생각나서 주문했습니다요청사항이랑 리뷰 서비스 잘 챙겨주셔서 맛있게 잘 먹었습니다,★★★★★,마왕치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
570,맛있게 잘 먹었습니다,★★★★★,단짠치킨 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
571,맵고 맛있어요 양념 많이 주셔서 좋아요,★★★★★,맵부심양념/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
572,너무 맛있습니다 ㅎㅎ특히 후라이드가 너무 바삭해요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
573,잘먹엇습니다,★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
4
양
★
4
배달
★
4
",5.0
574,항상 맛있게 먹고 있습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
575,늘잘먹고잇어요 감사합니다,★★★★★,콘듀치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
576,잘 먹었습니다 또 이용 할게요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(스틱（다리）)),"
맛
★
4
양
★
5
배달
★
5
",5.0
577,후라이드가 약간 매콤한듯 느끼하지 않고 바삭해서 너무 너무 맛있어요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
578,간만이네요 맛있게 잘 먹었습니다,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
579,간만에 시켜 먹는거라 너무 맛있어요 여름엔 역시 치맥,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
4
배달
★
5
",4.79
580,맛있어요 또래오래 최고 맛집,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
581,할살 맛잇게 먹고 있어요,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
582,맥주캔이 스며든다 번창하십쇼,★★★★★,"바삭한근위튀김/2,치킨무 추가/1,콜라 1.25L/1","
맛
★
5
양
★
5
배달
★
5
",3.25
583,너무 맛있게 잘먹었어요,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
584,오늘도 정말 맛있게 잘 먹었습니다 서비스로 주신 김말이도 맛있게 잘 먹었습니다ㅎㅎ 복 받으세요 사장님,★★★★★,"콘듀치킨 순살/1,생맥주 1000cc/2","
맛
★
5
양
★
5
배달
★
5
",5.0
585,최고입니다 진짜 매주시킴,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
586,최고입니다 무조건드셈,★★★★★,갈릭반＋핫양념반/1(옵션변경(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
587,너무 맛있게 잘 먹었습니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
588,맛있어요 항상 좋습니다,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
589,맛잇습니다 순살은  진짜 최고,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
590,여기는 진짜 너무 맛있어서 믿고먹음  왜이ㅣㄹ 맛잇는지 모르겟음 ㅠ,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
591,냠 돌아서면 생각나는 단짠치킨입니다,★★★★★,단짠치킨 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",4.0
592,간만에 먹어도 맛있어요 ,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.4
593,항상 맛있게 잘 먹고 있습니다ㅎㅎ,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",4.8
594,맛있게 잘먹었습니다 김말이도 너무 잘먹었어요,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
595,오늘도 잘먹엇습니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
596,맛있게 잘 먹었습니다 단짠에 핫양념소스 진리,★★★★★,단짠치킨 순살/1(소스추가(핫양념소스)),"
맛
★
5
양
★
5
배달
★
5
",4.6
597,정말 따뜻하게 치킨을 먹을 수 있어 좋았습니다배달도 예정시간보다 빠르고 맛있게 잘 먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
598,할인할때마다 잘 먹어요,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.19
599,잘 먹었습니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
600,치킨은 또래오래 독산가산점만 애용 중입니다 동일 브랜드 타 지점보다 튀김옷이 더 바삭거리고 양념 소스도 맛난 거 같아요  늘 이 바삭함과 퀄리티 유지해주시길 바라며 또 주문할게요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.0
601,치킨순삭 맛집 단짠순살 최고,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
602,배송빠르고맛있구요 사장님도  친절하세요,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
603,배송 빠르고맛좋아요,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
604,핫뿌레이크 맛있어요 다음에 또 시킬께요,★★★★★,핫뿌레이크/1(소스추가(콘듀디핑소스)),"
맛
★
5
양
★
5
배달
★
5
",5.0
605,중독되는 맛 ㅠㅠ 잘먹을게요,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
606,콘듀 올만에 할인하길래 먹었는데 역시 맛있네요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
607,잘 먹었습니다 치킨집은 여기죠,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
608,항상 맛있게 먹고있어요 후후 감사합니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
609,오늘도 맛있게 잘 먹었습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
610,느끼하지 않고 맛있어요,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
611,이번에도 맛있게 먹었습니다 항상 변함없이 맛있네요,★★★★★,"고추단짠치킨 순살/1(사이드 추가(치킨무 추가),소스추가(핫양념소스))","
맛
★
5
양
★
5
배달
★
5
",4.41
612,오늘도 백프로 만족,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
613,언제 먹어도 항상 최고의 만족감,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.78
614,언제나 겉바속촉한 치킨 떡사리가 은근히 포인트네요,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",3.6
615,간만에 생각나서 또 시켰습니다 ㅎㅎ잘 먹었습니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
616,오늘도 맛있게 잘 먹었습니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
617,배고팠는데 배달 빨리해주셔서 정말 맛있게 잘먹었어용다음에 또 주문할게요,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
618,잘먹었습니다 감사합니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
619,맛있습니다 밥이랑먹기 좋아요,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
620,맛있게 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
621,맛있게 잘 먹었습니다,★★★★★,"후라이드반＋양념반/1(옵션변경(순살（다리살）),사이드 추가(국물떡볶이 매운맛))","
맛
★
5
양
★
5
배달
★
5
",4.8
622,맛있게 잘 먹었습니다,★★★★★,고추단짠치킨 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
623,또래오래 순살이 확실히 맛있어요 잘먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
624,단짠순살 너무 잘 어울려요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(갈릭),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",5.0
625,서비스 좋고 아주 맛있습니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
626,맛있게 잘 먹었어요 가끔 생각나서 주문하러와요,★★★★★,후라이드반＋양념반/1(옵션변경(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.6
627,늘 맛있게 먹고 있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.79
628,월클늘 기대하고 늘 기대를 충족시켜주는 맛입니다 감사합니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
629,갈릭 생각하며 주문했는데 양념도 맛있어서 깜짝 놀랐어용,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
630,맛있어요 자주 시켜먹습니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.61
631,배달 빠르고 맛이야 또래오래 닭 신선하고 왕맛이에요 오래오래 장사해주세여,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
632,항상 맛있습니다수고하세요,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
633,무조건재주문 개존맛,★★★★★,"오곡 양념 치킨/1(부위선택 택 1(한마리),소스추가(양념소스))","
맛
★
5
양
★
5
배달
★
5
",5.0
634,맛있게 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
635,항상 맛있게 먹고있습니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
636,항상 자주 먹어요 고맙습니다 ㅎㅎㅎ,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
637,멋있게 잘 먹었습니다,★★★★★,"오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）),소스추가(발사믹와인소스（파닭소스）))","
맛
★
5
양
★
5
배달
★
5
",5.0
638,어머 깜빡했는데 리뷰남기려고 찍어둔 사진보고 생각났어요저날도 역시나 너무맛있었어요감사합니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
639,매일 먹어도 안질리는 갈반핫반오늘도 출첵합니당항상 건강하세요 사장님,★★★★★,"콘듀치킨 순살/1,콜라 1.25L/1","
맛
★
5
양
★
5
배달
★
5
",5.0
640,오랜만에 시켰는데 역시나 배달도 빠르고이렇게 따끈따끈한 치킨 받아본게 얼마만인지 모르겠어요,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
641,신메뉴 취향저격 완료군요 ㅎㅎ 추천합니다 은은한 매콤새콤,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
642,진짜 존맛 맛집 항상 먹어도 안질림,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
643,오늘도 맛있게 잘먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
