,review,Total Star,Menu,Star_opt,Output
880,갈반 핫반 정말 맛있어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(스틱（다리）))","
맛
★
4
양
★
5
배달
★
5
",4.6
881,오늘은 양념으로 주문 언제나 믿고 주문 맛있습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.79
882,굳굳 진짜 맛있음ㅋㅋㅋ,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
883,껍질 싫어하는데바삭하게 거부감없이 맛있네요치즈볼과 김말이 더없이 잘 먹었습니다아들램이 엄지 척,★★★★★,"치킨＋포테이토치즈볼/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",4.8
884,맛있게 잘 먹었습니다 항상 맛있네요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
885,항상 맛있어요 ㅎㅎ,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.81
886,양도 많고 맛있게 잘먹었습니다먹다가 찍은거라ㅠㅠ 맛있게 잘먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
887,근위튀김 튀김옷이 핫도그맛도 나고 맛있어욤ㅎㅎ행사중인데 배달도 빠르고 치킨도 따뜻하고저녁 맛있게 먹었어요ㅎㅎ 또 시킬게요ㅎㅎㅎ,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
888,잘먹었습니다분 대기시간에 놀랐지만 여기는식지않고 따듯하게 항상 잘 오고핫양념 중간맛 이 있어서 좋아요기다림이 길어 허겁지겁 먹느라 사진을못찍어 죄송합니다,★★★★★,"치킨＋로제떡볶이 보통맛/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.21
889,바삭하고 넘 맛있어요 타 치킨집 대비 후라이드 젤 맛있어요,★★★★★,양념반＋갈릭반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",3.61
890,우선 빠른배달과 배달 메세지 감사드립니당  치킨이 나오자 마자 바로 보내주신 것인지 먹다가 입 데일뻔 ㅎ적당히 간이된 아주 뜨끈하고 아삭하고 맛있는 치킨이였습니당 근위튀김도 짭쪼롬 오독오독 바삭바삭해서 술안주로 일품이였어요 즐토 맛점하고 갑니당 ,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
891,잘받았습니다 감사합니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
892,후라이드가 맛나네요양념은 약간 케찹맛이 강하네요 대체로 잘 먹었습니다 가격도 저렴하고 배달도 빠르고 좋아요,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
893,여기 또래오래 참 맛있어요  닭똥집은 처음 주문해봤는데 술안주로 맛있네요 맛있게 잘 먹었습니다,★★★★★,"치킨＋포테이토치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",4.6
894,양 많구 맛나게 먹었습니다 김사합니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
895,또래오래너무간만이네요맛있게 잘 먹었습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.4
896,먹고 기절해서 이제쓰네욬ㅋㅋㅋ넘 맛있게 잘 먹었습니당,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
897,배달빠르고 맛있어요,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
898,맛있어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
899,진짜 최고네요 역시 전국 등 또레오레 입니다 앞으로도 최고입니다 ,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
900,맛있게 잘 먹었어요,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
901,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,★★★★★,오곡 파닭 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.82
902,역시 치킨은 또래오래네여ㅎㅎ,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
903,맛있게 잘먹었습니다,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",5.0
904,맛있게 잘 먹었습니다,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
905,잘 먹었습니다,★★★★★,"치킨＋포테이토치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
906,잘 먹었습니다 감사합니다 ㅎㅎ,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
907,바삭하니 맛있어요,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(콘듀치킨),세트 부위선택 택 1(콤보（날개＋다리）))","
맛
★
5
양
★
5
배달
★
5
",4.8
908,약간 짜서 아쉬웠지만 맛잇게 먹었어요,★★★★★,오곡 파닭 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.39
909,배달비가 오른건 아쉽지만맛과서비스가 검증된곳,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",1.6
910,배달도 빨리오고 너무 맛있어영 이벤트로주신 해쉬브라운도 너무맛있네영,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
911,맛있어요,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",5.0
912,잘먹었습니당 든든하네요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리)),양념소스/1","
맛
★
5
양
★
5
배달
★
5
",5.0
913,후라이드 치킨이 먹고 싶어져서 할인하고 있는 가게를 찾아봤는데 마침 또래오래가 있어서 시켜먹어봤어요 ㅎㅎ그런데 치킨도 엄청 바삭바삭하고 양도 엄청 많아서 맛있게 먹었습니다 두번째 사진은 리뷰이벤트로 받은 해시브라운입니다 ㅎㅎ 엄청 맛있게 먹었어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",5.0
914,숯불향에 진한 양념 맛이 좋았어요,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.81
915,맛있습니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
916,단짠은 처음먹어보는데 맛이 중독성이 있네여 잘먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.79
917,맛있게 잘 먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
918,매콤하네요소스찍어먹으면 확실히 매움하지만 맛있어요,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
919,감사하 잘 먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
920,맛있게 잘먹었습니다,★★★★★,"치킨＋포테이토치즈볼/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",5.0
921,할인해서 시켜봤는데 생각보다 너무 맛나게 먹었습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.81
922,너무 맛있어서 몇점 주워먹고 찍었네요,★★★★★,스모키양념 한마리/1(소스추가(맵부심만렙소스)),"
맛
★
5
양
★
5
배달
★
5
",5.0
923,배달와도 따뜻하고 바삭하고 맛있지만 양념치킨 산도가 좀 높아서 아쉽네요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(콤보（날개＋다리）)),"
맛
★
4
양
★
5
배달
★
5
",2.44
924,오랜만에 생각나서 주문했습니다행사 기간인데도 여전히 부족함없이 맛있고 요청사항과 리뷰 서비스도 잘 챙겨주셔서 맛있게 잘 먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
925,맛있음 맵찔이가먹기도 좋음,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
926,오늘도 최고의 치킨 맛나게 먹었습니다 술한잔과 함께,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
927,맛있게 잘 먹었어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",4.8
929,맛잇게 잘 먹엇습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(콘듀치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
930,바삭해서 좋아요 맛있고 배달도 빨라서 좋아요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
931,치킨 잘 먹었습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
932,서비스로 주시는 해쉬브라운 넘넘 맛나요 ㅎㅎ갈반핫반 질리때 한번씩 시켜먹으면 좋을거 같습니다,★★★★★,"치킨＋로제떡볶이 보통맛/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",4.8
933,맛있게 잘 먹었습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
934,맛있어요,★★★★★,맵부심 후라이드 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
935,요새 단짠에 빠져서 이것만 먹네요ㅋㅋㅋ 맛있어요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.18
936,배달시간도 잘 지켜졌고 맛도 좋았습니다또 시켜먹을 것 같아요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
937,굿굿 ㅎㅎ 최고에요 잘먹었습니다,★★★★★,"갈릭반＋핫양념반/1(옵션변경(한마리)),생맥주 1000cc/1","
맛
★
5
양
★
5
배달
★
5
",5.0
938,맛있어요 가깝고 할인자주해서 좋아요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.59
939,너무 맛있게 먹었어요,★★★★★,"두마리 치킨/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",5.0
940,역시 또래오래는 갈반핫반이 최고네요리뷰이벤트로 받은해쉬브라운도 너무 맛있습니다잘먹었어요재구매의향있습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
941,배달 빠르고 맛있습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.4
942,잘먹었어요 제 인생 치킨집은 역시 또래오래네요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",4.81
943,맛있게 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
944,오늘도 맛있게 잘 먹었습니다 사장님 서비스로 주신 김말이도 정말 맛있게 먹었어요 항상 누락없이 잘 챙겨주셔서 감사합니다,★★★★★,"치킨＋포테이토치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
945,언제먹어도 맛있는 또래오래,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
946,닭도 크고 맛있었어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.79
947,부드럽고 맛있어요 ,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
948,깜빡잊고사진을 못찍었네요ㅠ맛있게 잘먹었습니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
949,뜨끈하게 잘 먹었습니다 일반치킨도 맛있지만 단짠치킨이 유난히 부드러워요,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.61
950,양념이 좀 덜 입혀진 느낌이었찌만 매콤 단짠단짠 맛있게 잘 먹었어요리뷰이벤뜨로 주신 김말이도 바삭통통 맛있었어요,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
951,치킨을 엄청 오랜만에 먹는데 너무 만족스러웠습니다요즘엔 이것저것 들어간 신제품이 많은데 근본의 반반치킨이 여태먹었던 치킨들보다 더 좋은것 같네요잘먹었습니다,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.2
952,맛있어요 허겁지겁 먹는 중,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
4
",5.0
953,바삭하고 맛있습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
954,항상 맛있습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.81
955,베스트메뉴길래 오리지널만 먹다 새로운 맛 도전했는데 ㅎㅎ 정말 맛있는데 매운 거 잘 못 먹어서 쉬며 먹었어요 튀김옷이 바삭거리고 타브랜드 대비 양도 많은 거 같아요 역시 또래오래오리지널 양념도 맛있으니 매운 거 못 먹는 저흰 오리지널만 먹어야겠어요 매콤한 거 잘 드시는 분은 요고 추천드려요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리),소스추가(핫양념소스))","
맛
★
5
양
★
5
배달
★
5
",2.79
956,맛있게 잘먹었습니다,★★★★★,"오곡 양념 치킨/1(부위선택 택 1(순살（다리살）)),치킨무 추가/1","
맛
★
5
양
★
5
배달
★
5
",5.0
957,맛있게 잘 먹었습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
958,닭냄새도 안나고 항상 맛있습니다핫양념 중간맛으로 하니 넘 맛있게 맵네요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
959,일반 핫후라이드보다 좀더 맵지만 맛있게 먹었습니다 ㅎㅎ,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",3.4
960,맛있어요  잘먹었습니다아,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
961,맛있게 먹었습니다 추천합니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
962,자주 시켜먹는데 너무 맛있어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
963,떡볶이도 맛있네요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
964,맛있게 잘 먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
965,양도 너무 많고 양념도 잘 묻혀져 있어서 맛있게 먹었어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
966,너무 맛있잖아요 식후감,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
967,맛있게 잘먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
968,오랜만 파닭 맛있고즇아요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",3.78
969,조금 많이 튀겨지긴 했지만 맛있었어요또래오래 단짠 진짜 추천이요ㅋㅋㅋ,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
970,양도많고 맛있어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
971,맵고 맛있어요 해쉬브라운도 감사합니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
972,오늘도 맛있게 잘먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
973,양도 많고 맛도좋아요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
974,ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",3.61
975,치킨의 정석 후라이드 양념 너무너무 맛나요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",3.39
976,고추단짠 시킨다는 게 단짠으로 주문해버렸지만 이것도 맛있쥬맛있쥬 감사합니다 번창하십시옹,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
977,양 많고 맛있어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
978,또래오래는 독산가산점이진리입니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",3.61
979,역시 ㅊ디고 또래오래,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.4
980,고추단짠 치킨도 정말 맛있네요 모든 메뉴가 정말 최고의 맛입니다 항상 요청사항 빠지지 않고 잘 챙겨주셔서 감사해요오늘도 정말 맛있게 잘 먹었습니다 사장님,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
981,배달은 예상시간 쪼금 지나서 왔는데 괜찮았구요 로제떡볶이는 예상하는 맛인데 맛있어요 국물도 넉넉하고 김말이도 바삭하구요치킨도 그럭저럭 괜찮습니다맛있게 잘먹었습니다,★★★★,,"
맛
★
4
양
★
4
배달
★
4
",4.6
982,맛있게 잘먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
983,잘먹었습니다 맛있어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
984,늘 맛있게 먹고 있습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.79
985,맛잇네요 또래오래,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
986,오늘도 맛있게 잘먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
987,맛있게 잘 먹을께요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
988,맛있게 잘먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
989,배달도 빠르고 맛있게 잘 먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.6
990,오늘도 정말 맛있게 잘 먹었습니다또래오래를 알게 된 이후에 야식은 여기서만 시키게 되는것 같네요 조만간 또 주문할게요 사장님,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
991,반반치킨 맛있습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.59
992,마싯게 잘넉엇습미다아,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.4
993,먹을때마다 실망시키지 않는 치킨,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",3.84
994,후라이드 치킨 치즈볼 너무맛있어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
995,맛있어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
996,배달빠르고 너무 맛있습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
997,맛있게 잘 먹었습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.8
998,뒤늦게 리뷰 남깁니다 잘먹었어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
999,맛있어요 잘 받았습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
1000,후라이드 먹고싶을때 항상 시켜 먹어요 반반은 첨인데 양념도 맛있고 양도 푸짐해요 리뷰 서비스도 항상 서비스 같지 않게 주셔서 좋아요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.81
1001,잘 먹었습니다 감사합니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
1002,맛있어요  떡볶이에오뎅이없는게살짝아쉬었어요,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",1.78
1003,양념치킨 생각나서 또 시켰어요핫양념은 처음인데 진짜 너무너무머누머눔 맛잇었어뇨양념은 사실 말해 뭐하는 맛입니다 걍 시켜드세요글구 일반 후라이드보다 갈릭후라이드가 제 입맛에는 맞네요단짠고소가 한 입에 들어오는 맛포테이토 치즈볼도 최고였습니다,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
1004,맛있게잘먹었습니다ㅎ,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",5.0
1005,배달도 빠르고 배달비도 저렴하고 무엇보다 치킨이 진짜 맛있어요 진짜 여기 치킨이 다른 지점보다 훨씬 맛있어요 겉바속촉,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.01
1006,배달 빠르고 양 많고 맛 있고,★★★★★,,"
맛
★
5
양
★
5
배달
★
5
",4.22
